"","mid","sec","s","r"
"15672",41277,70376820,90,130
"15673",41276,70378860,90,90
"15674",41276,70378860,90,90
"15675",46919,70390320,80,104
"15676",46919,70390320,80,85
"15677",196833,70390320,80,104
"15678",196833,70390320,80,85
"15679",46918,70391040,80,85
"15680",46917,70391280,80,135
"15681",46916,70391580,80,135
"15682",46915,70391880,80,85
"15683",46914,70392360,80,85
"15684",46913,70392540,80,85
"15685",41274,70430640,90,135
"15686",41274,70430640,90,130
"15687",31351,70431000,11,29
"15688",31349,70431780,11,49
"15689",31349,70431780,11,33
"15690",321160,70432140,59,59
"15691",46908,70433640,80,104
"15692",196834,70433640,80,104
"15693",46907,70433700,80,104
"15694",284270,70438500,68,128
"15695",364106,70439820,16,67
"15696",45999,70442940,29,135
"15697",45999,70442940,29,122
"15698",45999,70442940,29,23
"15699",45999,70442940,29,130
"15700",45999,70442940,29,122
"15701",45999,70442940,29,23
"15702",45999,70442940,29,130
"15703",321154,70444320,59,59
"15704",321154,70444320,59,59
"15705",321152,70445280,59,45
"15706",321152,70445280,59,59
"15707",321152,70445280,59,59
"15708",321149,70446180,59,59
"15709",45998,70446960,29,122
"15710",45998,70446960,29,135
"15711",45998,70446960,29,23
"15712",45998,70446960,29,130
"15713",45998,70446960,29,147
"15714",45998,70446960,29,23
"15715",45998,70446960,29,130
"15716",45998,70446960,29,147
"15717",196836,70447500,78,85
"15718",196836,70447500,78,104
"15719",196836,70447500,78,80
"15720",45997,70448100,78,80
"15721",45997,70448100,78,85
"15722",401593,70449120,129,26
"15723",401593,70449120,129,26
"15724",196838,70449900,104,104
"15725",46903,70450860,80,85
"15726",46902,70451040,80,85
"15727",46901,70451640,80,29
"15728",34825,70451820,18,11
"15729",1610,70454040,80,78
"15730",46900,70454040,80,78
"15731",45996,70454340,78,80
"15732",171804,70456440,33,11
"15733",41270,70460040,90,130
"15734",41270,70460040,90,90
"15735",41270,70460040,90,90
"15736",45992,70461180,29,80
"15737",41269,70461840,90,90
"15738",41269,70461840,90,90
"15739",75155,70621620,139,105
"15740",75155,70621620,139,102
"15741",75155,70621620,139,70
"15742",75155,70621620,139,37
"15743",75155,70621620,139,30
"15744",75155,70621620,139,30
"15745",380830,70624440,139,27
"15746",380830,70624440,139,120
"15747",380830,70624440,139,55
"15748",380830,70624440,139,69
"15749",380830,70624440,139,30
"15750",380830,70624440,139,30
"15751",382601,70624440,139,27
"15752",382601,70624440,139,120
"15753",382601,70624440,139,55
"15754",382601,70624440,139,69
"15755",382601,70624440,139,30
"15756",382601,70624440,139,30
"15757",76599,70628280,139,40
"15758",76599,70628280,139,21
"15759",76599,70628280,139,16
"15760",76599,70628280,139,62
"15761",76599,70628280,139,63
"15762",76599,70628280,139,31
"15763",76599,70628280,139,30
"15764",76599,70628280,139,30
"15765",321144,70688940,59,59
"15766",321144,70688940,59,59
"15767",40838,70689480,85,135
"15768",40838,70689480,85,80
"15769",40838,70689480,85,104
"15770",40838,70689480,85,24
"15771",40838,70689480,85,90
"15772",40838,70689480,85,130
"15773",40838,70689480,85,142
"15774",196840,70689480,85,135
"15775",196840,70689480,85,80
"15776",196840,70689480,85,104
"15777",196840,70689480,85,24
"15778",196840,70689480,85,90
"15779",196840,70689480,85,130
"15780",196840,70689480,85,142
"15781",41266,70692120,90,90
"15782",41266,70692120,90,90
"15783",46898,70692720,80,85
"15784",155601,70695300,45,125
"15785",72272,70697700,81,126
"15786",335990,70699800,109,14
"15787",266458,70701420,69,21
"15788",93990,70702620,64,107
"15789",5213,70702980,135,147
"15790",278786,70704780,111,100
"15791",252282,70706340,67,19
"15792",72268,70707360,81,126
"15793",72268,70707360,81,51
"15794",72268,70707360,81,51
"15795",93989,70707660,64,4
"15796",41262,70709460,90,90
"15797",41262,70709460,90,130
"15798",41262,70709460,90,130
"15799",31219,70709520,33,11
"15800",31219,70709520,33,11
"15801",234485,70710060,44,25
"15802",72267,70711500,81,126
"15803",321139,70711560,59,89
"15804",244280,70714440,25,43
"15805",268071,70716060,48,12
"15806",268071,70716060,48,12
"15807",30464,70719660,92,140
"15808",267957,70722600,74,12
"15809",267957,70722600,74,9
"15810",267957,70722600,74,12
"15811",267957,70722600,74,9
"15812",321132,70723440,59,45
"15813",321132,70723440,59,59
"15814",321132,70723440,59,45
"15815",321132,70723440,59,59
"15816",273483,70725420,112,64
"15817",273482,70725960,112,21
"15818",273482,70725960,112,21
"15819",118394,70768260,60,117
"15820",93988,70772820,64,107
"15821",321130,70775340,59,59
"15822",321130,70775340,59,59
"15823",321129,70775880,59,112
"15824",284274,70776900,68,67
"15825",284274,70776900,68,67
"15826",284276,70777680,68,51
"15827",30461,70783680,92,51
"15828",30461,70783680,92,51
"15829",51203,70784820,54,117
"15830",51203,70784820,54,30
"15831",51203,70784820,54,60
"15832",72261,70790160,81,6
"15833",72261,70790160,81,6
"15834",72260,70790280,81,51
"15835",208556,70790640,30,54
"15836",273481,70791300,112,64
"15837",72259,70794960,81,51
"15838",81281,70795080,106,72
"15839",81281,70795080,106,41
"15840",81281,70795080,106,84
"15841",81281,70795080,106,76
"15842",81281,70795080,106,146
"15843",81281,70795080,106,99
"15844",81281,70795080,106,53
"15845",81281,70795080,106,111
"15846",81281,70795080,106,101
"15847",81281,70795080,106,52
"15848",158335,70795080,106,72
"15849",158335,70795080,106,41
"15850",158335,70795080,106,84
"15851",158335,70795080,106,76
"15852",158335,70795080,106,146
"15853",158335,70795080,106,99
"15854",158335,70795080,106,53
"15855",158335,70795080,106,111
"15856",158335,70795080,106,101
"15857",158335,70795080,106,52
"15858",158336,70796040,106,72
"15859",158336,70796040,106,41
"15860",158336,70796040,106,84
"15861",158336,70796040,106,76
"15862",158336,70796040,106,146
"15863",158336,70796040,106,99
"15864",158336,70796040,106,53
"15865",158336,70796040,106,111
"15866",158336,70796040,106,101
"15867",158336,70796040,106,52
"15868",268818,70799820,74,86
"15869",268818,70799820,74,48
"15870",268818,70799820,74,86
"15871",268818,70799820,74,48
"15872",321124,70804140,59,140
"15873",321124,70804140,59,141
"15874",321124,70804140,59,141
"15875",321123,70804800,59,59
"15876",321123,70804800,59,59
"15877",155605,70805460,45,89
"15878",155605,70805460,45,5
"15879",208566,70806480,123,54
"15880",57824,70806900,34,33
"15881",57824,70806900,34,33
"15882",34824,70807320,54,11
"15883",125156,70809540,54,123
"15884",125156,70809540,54,60
"15885",125156,70809540,54,117
"15886",125156,70809540,54,117
"15887",46886,70809600,80,135
"15888",273477,70812000,112,21
"15889",19387,70816800,141,138
"15890",5468,70857240,122,147
"15891",49711,70860240,30,54
"15892",49711,70860240,30,54
"15893",49710,70860540,30,18
"15894",49710,70860540,30,11
"15895",49710,70860540,30,11
"15896",49709,70860720,30,54
"15897",208579,70860720,30,54
"15898",118392,70862160,60,54
"15899",208580,70862160,60,54
"15900",49707,70863180,30,54
"15901",49707,70863180,30,54
"15902",336680,70863960,73,17
"15903",19385,70866120,141,140
"15904",336681,70867620,73,17
"15905",19383,70868100,141,126
"15906",19383,70868100,141,138
"15907",19383,70868100,141,92
"15908",19383,70868100,141,140
"15909",19383,70868100,141,134
"15910",49705,70868160,30,117
"15911",84319,70874040,21,21
"15912",72254,70875840,81,51
"15913",72254,70875840,81,51
"15914",118390,70877520,60,77
"15915",31344,70882620,11,49
"15916",51711,70883460,102,28
"15917",252291,70884720,67,19
"15918",75149,70885320,27,70
"15919",75149,70885320,27,7
"15920",75149,70885320,27,63
"15921",244263,70890480,25,44
"15922",72249,70890840,81,51
"15923",235401,70892040,33,103
"15924",235401,70892040,33,75
"15925",235401,70892040,33,44
"15926",235401,70892040,33,8
"15927",235401,70892040,33,34
"15928",235401,70892040,33,11
"15929",235401,70892040,33,126
"15930",51709,70892160,102,37
"15931",121189,70898700,54,60
"15932",121189,70898700,54,11
"15933",27116,70945380,72,101
"15934",49700,70947780,30,54
"15935",49699,70948020,30,54
"15936",208588,70948020,30,54
"15937",49698,70948260,30,54
"15938",49691,70950600,30,54
"15939",208589,70950600,30,54
"15940",49687,70952520,30,54
"15941",46882,70953240,80,135
"15942",46879,70953960,80,130
"15943",46879,70953960,80,85
"15944",51205,70955220,54,30
"15945",49684,70955340,30,54
"15946",46878,70956120,80,130
"15947",118389,70962060,60,30
"15948",118389,70962060,60,54
"15949",208592,70962060,60,30
"15950",208592,70962060,60,54
"15951",72246,70965480,81,51
"15952",49682,70968600,30,60
"15953",49682,70968600,30,54
"15954",208594,70968600,30,60
"15955",208594,70968600,30,54
"15956",81286,70968840,54,6
"15957",49681,70972680,30,18
"15958",46876,70973400,80,104
"15959",46876,70973400,80,85
"15960",46876,70973400,80,135
"15961",46876,70973400,80,142
"15962",196853,70973400,80,104
"15963",196853,70973400,80,85
"15964",196853,70973400,80,135
"15965",196853,70973400,80,142
"15966",196854,70973760,104,80
"15967",51707,70975740,102,28
"15968",51707,70975740,102,28
"15969",51706,70983300,102,37
"15970",51706,70983300,102,28
"15971",51706,70983300,102,28
"15972",336522,70983300,102,37
"15973",336522,70983300,102,28
"15974",336522,70983300,102,28
"15975",366797,70984140,89,120
"15976",366797,70984140,89,39
"15977",366797,70984140,89,96
"15978",49679,70985100,30,60
"15979",49677,70985460,30,117
"15980",49677,70985460,30,117
"15981",49674,70986360,30,60
"15982",49674,70986360,30,117
"15983",190228,70986360,30,60
"15984",190228,70986360,30,117
"15985",208600,70986540,54,54
"15986",125154,70988400,54,45
"15987",125154,70988400,54,89
"15988",125154,70988400,54,60
"15989",125154,70988400,54,117
"15990",49670,71033580,30,117
"15991",284288,71035860,68,16
"15992",284290,71036220,68,67
"15993",235387,71036760,6,106
"15994",235387,71036760,6,44
"15995",235387,71036760,6,44
"15996",93984,71041440,64,81
"15997",196856,71042400,78,85
"15998",196856,71042400,78,104
"15999",196856,71042400,78,80
"16000",196856,71042400,78,135
"16001",196856,71042400,78,135
"16002",244251,71044440,25,138
"16003",208609,71047320,6,54
"16004",158338,71048340,106,72
"16005",158338,71048340,106,41
"16006",158338,71048340,106,84
"16007",158338,71048340,106,76
"16008",158338,71048340,106,146
"16009",158338,71048340,106,99
"16010",158338,71048340,106,53
"16011",158338,71048340,106,111
"16012",158338,71048340,106,101
"16013",158338,71048340,106,52
"16014",252296,71048820,67,19
"16015",299350,71051400,6,89
"16016",51705,71053860,102,28
"16017",235377,71054520,81,44
"16018",49667,71055120,30,54
"16019",208615,71055120,30,54
"16020",235376,71056020,25,95
"16021",235376,71056020,25,44
"16022",93980,71056620,64,81
"16023",47340,71056980,78,80
"16024",30435,71057160,92,126
"16025",30435,71057160,92,126
"16026",82137,71057400,106,6
"16027",18232,71060160,138,92
"16028",18232,71060160,138,140
"16029",18232,71060160,138,134
"16030",18232,71060160,138,126
"16031",18232,71060160,138,141
"16032",30433,71062620,92,51
"16033",321101,71063760,59,59
"16034",321101,71063760,59,59
"16035",362002,71066280,2,57
"16036",362002,71066280,2,57
"16037",30432,71066400,92,51
"16038",235374,71067480,25,44
"16039",49666,71234220,30,117
"16040",49661,71235720,30,117
"16041",49656,71236380,30,117
"16042",49656,71236380,30,117
"16043",34093,71237580,30,11
"16044",34093,71237580,30,11
"16045",49639,71241960,30,60
"16046",49639,71241960,30,60
"16047",49638,71242020,30,117
"16048",19361,71243640,141,140
"16049",49630,71243820,30,117
"16050",49630,71243820,30,117
"16051",49602,71291400,30,54
"16052",49602,71291400,30,54
"16053",49599,71293860,30,54
"16054",49599,71293860,30,11
"16055",208632,71293860,30,54
"16056",208632,71293860,30,11
"16057",51703,71295360,102,37
"16058",118385,71296860,60,117
"16059",235372,71299560,25,44
"16060",244241,71299560,25,44
"16061",199852,71300220,106,72
"16062",199852,71300220,106,41
"16063",199852,71300220,106,84
"16064",199852,71300220,106,76
"16065",199852,71300220,106,146
"16066",199852,71300220,106,99
"16067",199852,71300220,106,53
"16068",199852,71300220,106,111
"16069",199852,71300220,106,101
"16070",199852,71300220,106,52
"16071",45975,71303580,135,80
"16072",234462,71305260,44,25
"16073",57831,71305320,34,75
"16074",335983,71305320,109,14
"16075",252302,71305680,67,106
"16076",235370,71306160,25,44
"16077",235370,71306160,25,44
"16078",46861,71308980,80,135
"16079",234459,71311140,44,95
"16080",234459,71311140,44,25
"16081",234459,71311140,44,95
"16082",234459,71311140,44,25
"16083",46857,71315700,80,135
"16084",235365,71316720,81,44
"16085",93976,71321400,64,81
"16086",47371,71322420,85,80
"16087",29527,71324160,126,92
"16088",19357,71325660,141,126
"16089",19357,71325660,141,138
"16090",19357,71325660,141,92
"16091",19357,71325660,141,140
"16092",19357,71325660,141,134
"16093",198182,71330220,23,85
"16094",198182,71330220,23,135
"16095",198182,71330220,23,78
"16096",198182,71330220,23,104
"16097",198182,71330220,23,142
"16098",198182,71330220,23,80
"16099",21447,71330760,138,141
"16100",284298,71331960,68,128
"16101",118383,71335740,60,60
"16102",118382,71367600,60,60
"16103",118379,71375520,60,60
"16104",118379,71375520,60,60
"16105",49573,71376960,30,54
"16106",49573,71376960,30,54
"16107",118378,71377320,60,77
"16108",118378,71377320,60,45
"16109",118378,71377320,60,89
"16110",118378,71377320,60,133
"16111",118378,71377320,60,49
"16112",298307,71377320,60,77
"16113",298307,71377320,60,45
"16114",298307,71377320,60,89
"16115",298307,71377320,60,133
"16116",298307,71377320,60,49
"16117",49571,71378460,30,11
"16118",49571,71378460,30,33
"16119",49571,71378460,30,117
"16120",49571,71378460,30,60
"16121",49571,71378460,30,33
"16122",49571,71378460,30,117
"16123",49571,71378460,30,60
"16124",51159,71379900,18,30
"16125",27112,71380260,72,47
"16126",292005,71382720,73,109
"16127",21448,71383080,134,141
"16128",46855,71383440,80,104
"16129",196859,71383440,80,104
"16130",46854,71384400,80,104
"16131",196861,71384400,80,104
"16132",93972,71386740,64,81
"16133",21443,71386860,92,141
"16134",30417,71386860,92,141
"16135",380023,71388660,125,118
"16136",196862,71388720,85,142
"16137",196862,71388720,85,24
"16138",196862,71388720,85,90
"16139",196862,71388720,85,135
"16140",196862,71388720,85,130
"16141",196862,71388720,85,80
"16142",196862,71388720,85,104
"16143",196862,71388720,85,135
"16144",196862,71388720,85,130
"16145",196862,71388720,85,80
"16146",196862,71388720,85,104
"16147",335699,71392560,14,109
"16148",268851,71396520,12,48
"16149",46852,71397240,80,85
"16150",30416,71397660,92,140
"16151",266451,71399040,69,112
"16152",45968,71407620,104,135
"16153",45968,71407620,104,80
"16154",45968,71407620,104,135
"16155",45968,71407620,104,80
"16156",72239,71408580,81,95
"16157",196865,71409600,135,104
"16158",321072,71409660,59,59
"16159",321072,71409660,59,59
"16160",30408,71410680,92,51
"16161",30408,71410680,92,51
"16162",321070,71411220,59,59
"16163",321070,71411220,59,59
"16164",244227,71414040,25,143
"16165",235351,71417340,33,138
"16166",235351,71417340,33,103
"16167",235351,71417340,33,33
"16168",235351,71417340,33,92
"16169",235351,71417340,33,140
"16170",235351,71417340,33,75
"16171",235351,71417340,33,44
"16172",235351,71417340,33,134
"16173",235351,71417340,33,25
"16174",235351,71417340,33,8
"16175",235351,71417340,33,34
"16176",235351,71417340,33,11
"16177",235351,71417340,33,126
"16178",235351,71417340,33,141
"16179",118374,71458020,60,77
"16180",51698,71462220,102,37
"16181",51698,71462220,102,28
"16182",51698,71462220,102,28
"16183",118373,71463180,60,123
"16184",321067,71468580,59,59
"16185",321067,71468580,59,59
"16186",244225,71470980,25,143
"16187",49550,71471100,30,117
"16188",49550,71471100,30,117
"16189",254348,71471400,151,151
"16190",366779,71472720,62,69
"16191",366779,71472720,62,120
"16192",366779,71472720,62,16
"16193",366779,71472720,62,46
"16194",364151,71473260,16,76
"16195",244224,71475420,25,44
"16196",244224,71475420,25,44
"16197",201560,71475720,6,94
"16198",49549,71477760,30,117
"16199",49549,71477760,30,117
"16200",191164,71477760,30,117
"16201",191164,71477760,30,117
"16202",19350,71485140,141,75
"16203",198184,71494680,23,85
"16204",198184,71494680,23,135
"16205",198184,71494680,23,78
"16206",198184,71494680,23,104
"16207",198184,71494680,23,142
"16208",198184,71494680,23,80
"16209",30402,71499060,92,140
"16210",51696,71501040,102,119
"16211",93967,71503740,64,81
"16212",93966,71503860,64,81
"16213",93965,71503920,64,81
"16214",93964,71504280,64,81
"16215",93963,71504400,64,81
"16216",321059,71552280,59,59
"16217",321059,71552280,59,59
"16218",321058,71553660,59,59
"16219",321058,71553660,59,59
"16220",321057,71553900,59,59
"16221",321057,71553900,59,59
"16222",330545,71554740,4,38
"16223",330545,71554740,4,65
"16224",330545,71554740,4,65
"16225",332313,71554740,4,38
"16226",332313,71554740,4,65
"16227",332313,71554740,4,65
"16228",321055,71555340,59,59
"16229",19344,71556060,141,140
"16230",57839,71558880,34,141
"16231",19343,71559780,141,140
"16232",75136,71571000,27,70
